Nom du site,Geo Point,Geo Shape,Nom de l'arrêt
Gare routiÃ¨re Porte Maillot,"48.8801463918637, 2.28282810664237","{""coordinates"": [2.28282810664237, 48.8801463918637], ""type"": ""Point""}",Porte Maillot - Gare routière
Gare routiÃ¨re Porte Maillot,"48.87672133362, 2.2724738839291","{""coordinates"": [2.2724738839291, 48.87672133362], ""type"": ""Point""}",Porte Maillot - Gare routière
Gare routiÃ¨re Porte Maillot,"48.8801924626324, 2.28264904994835","{""coordinates"": [2.28264904994835, 48.8801924626324], ""type"": ""Point""}",Porte Maillot - Gare routière
Gare RoutiÃ¨re St-Quentin en Yvelines,"48.7889845261495, 2.04566769284718","{""coordinates"": [2.04566769284718, 48.7889845261495], ""type"": ""Point""}",Gare St-Quentin-en-Yvelines RER
Gare RoutiÃ¨re St-Quentin en Yvelines,"48.788429923326, 2.04435503592647","{""coordinates"": [2.04435503592647, 48.788429923326], ""type"": ""Point""}",Gare St-Quentin-en-Yvelines RER
Gare RoutiÃ¨re St-Quentin en Yvelines,"48.788287354806, 2.04403501380146","{""coordinates"": [2.04403501380146, 48.788287354806], ""type"": ""Point""}",Gare St-Quentin-en-Yvelines RER
Gare RoutiÃ¨re St-Quentin en Yvelines,"48.7886084052112, 2.04479491846324","{""coordinates"": [2.04479491846324, 48.7886084052112], ""type"": ""Point""}",Gare St-Quentin-en-Yvelines RER
Gare RoutiÃ¨re St-Quentin en Yvelines,"48.7885253491408, 2.04457229527459","{""coordinates"": [2.04457229527459, 48.7885253491408], ""type"": ""Point""}",Gare St-Quentin-en-Yvelines RER
Gare RoutiÃ¨re Torcy,"48.8392257328718, 2.65430007148048","{""coordinates"": [2.65430007148048, 48.8392257328718], ""type"": ""Point""}",Gare Torcy
Gare RoutiÃ¨re Torcy,"48.8392577623038, 2.6542421163325","{""coordinates"": [2.6542421163325, 48.8392577623038], ""type"": ""Point""}",Gare Torcy RER
Gare routière Porte Maillot,"48.8803657027576, 2.28281647435775","{""coordinates"": [2.28281647435775, 48.8803657027576], ""type"": ""Point""}",Porte Maillot - Gare routière
Gare Routiere St-Quentin en Yvelines,"48.7863268659244, 2.04806839103665","{""coordinates"": [2.04806839103665, 48.7863268659244], ""type"": ""Point""}",Gare Routière St-Quentin en Yvelines (SQY) - TS
Gare Saint-Lazare - Night 1,"48.8771017593315, 2.3232500297749","{""coordinates"": [2.3232500297749, 48.8771017593315], ""type"": ""Point""}",Gare Saint-Lazare - Night 1
Gare Saint-Lazare - Night 2,"48.875881039076, 2.32368544139647","{""coordinates"": [2.32368544139647, 48.875881039076], ""type"": ""Point""}",Gare Saint-Lazare - Night 2
George V - AND,"48.8720331537421, 2.30085329778993","{""coordinates"": [2.30085329778993, 48.8720331537421], ""type"": ""Point""}",George V
GHU AP-HP Nord - Université Paris Cité,"48.8375134871299, 2.33900571719636","{""coordinates"": [2.33900571719636, 48.8375134871299], ""type"": ""Point""}",Hôpital GHU AP-HP Nord - Université Paris Cité
GHU AP-HP Paris - Seine-Saint-Denis,"48.9152102335855, 2.42413634912009","{""coordinates"": [2.42413634912009, 48.9152102335855], ""type"": ""Point""}",Hôpital GHU AP-HP Paris - Seine-Saint-Denis
GLE,"45.733610712541, 4.8160632543281","{""coordinates"": [4.8160632543281, 45.733610712541], ""type"": ""Point""}",Stade de Lyon (LYO) - TX
Golden tulip hotel Football Marseille,"43.2983345141902, 5.36957319639587","{""coordinates"": [5.36957319639587, 43.2983345141902], ""type"": ""Point""}",Hôtel Satellite Football Marseille-Golden tulip hotel (HMA) - TX
Golden tulip hotel Football Marseille,"43.2983296343216, 5.36954279740666","{""coordinates"": [5.36954279740666, 43.2983296343216], ""type"": ""Point""}",Hôtel Satellite Football Marseille-Golden tulip hotel (HMA) - P2LZ
Grand Hôpital de l'Est Francilien - Site de Marne-la-Vallée,"48.8508006302215, 2.77037574451812","{""coordinates"": [2.77037574451812, 48.8508006302215], ""type"": ""Point""}",Grand Hôpital de l'Est Francilien - Site de Marne-la-Vallée
Grand Palais,"48.867116465261, 2.3116012332276","{""coordinates"": [2.3116012332276, 48.867116465261], ""type"": ""Point""}",Grand Palais (GRP) - TA
Grand Palais-Pont Alexandre III,"48.8654524390528, 2.31042271633837","{""coordinates"": [2.31042271633837, 48.8654524390528], ""type"": ""Point""}",Grand Palais-Pont Alexandre III (GRX) GRP ALX - P2LZ
Grand Palais-Pont Alexandre III,"48.8697655289268, 2.31130600280779","{""coordinates"": [2.31130600280779, 48.8697655289268], ""type"": ""Point""}",Grand Palais-Pont Alexandre III (GRX) - PFR-navettes
Grand Palais-Pont Alexandre III,"48.8693131470625, 2.3105903707165","{""coordinates"": [2.3105903707165, 48.8693131470625], ""type"": ""Point""}",Grand Palais-Pont Alexandre III (GRX) - TAXI
Grand Palais-Pont Alexandre III,"48.8648004177185, 2.31034298636532","{""coordinates"": [2.31034298636532, 48.8648004177185], ""type"": ""Point""}",Grand Palais-Pont Alexandre III (GRX) GRP ALX - ENG
Grand Palais-Pont Alexandre III,"48.8696340001815, 2.31051899956717","{""coordinates"": [2.31051899956717, 48.8696340001815], ""type"": ""Point""}",Grand Palais-Pont Alexandre III (GRX) - PSH-TAXI
Grand Palais-Pont Alexandre III,"48.8646135182887, 2.31320616780579","{""coordinates"": [2.31320616780579, 48.8646135182887], ""type"": ""Point""}",Grand Palais-Pont Alexandre III (GRX) - PRT
Grand Palais-Pont Alexandre III,"48.8647309159208, 2.31035722556091","{""coordinates"": [2.31035722556091, 48.8647309159208], ""type"": ""Point""}",Grand Palais-Pont Alexandre III (GRX) GRP ALX - PHP
Grand Palais-Pont Alexandre III,"48.8683459999902, 2.30863099955476","{""coordinates"": [2.30863099955476, 48.8683459999902], ""type"": ""Point""}",
Grand Palais-Pont Alexandre III,"48.8702819767052, 2.30723940295133","{""coordinates"": [2.30723940295133, 48.8702819767052], ""type"": ""Point""}",
Grand Palais-Pont Alexandre III,"48.8695691672167, 2.31146151016662","{""coordinates"": [2.31146151016662, 48.8695691672167], ""type"": ""Point""}",Grand Palais-Pont Alexandre III (GRX) - PMR-Parking
Grand Palais-Pont Alexandre III,"48.866575040805, 2.31036634885093","{""coordinates"": [2.31036634885093, 48.866575040805], ""type"": ""Point""}",Grand Palais-Pont Alexandre III (GRX) GRP ALX - CIR W
Grand Palais-Pont Alexandre III,"48.8649645207884, 2.30935449100648","{""coordinates"": [2.30935449100648, 48.8649645207884], ""type"": ""Point""}",Grand Palais - Alexandre III (GRX) GRP ALX - DDS
Grand Palais-Pont Alexandre III,"48.8648615640451, 2.30956761540932","{""coordinates"": [2.30956761540932, 48.8648615640451], ""type"": ""Point""}",Grand Palais-Pont Alexandre III (GRX) GRP ALX - P2LZ
Grand Palais-Pont Alexandre III,"48.8648568589386, 2.30935661462379","{""coordinates"": [2.30935661462379, 48.8648568589386], ""type"": ""Point""}",Grand Palais-Pont Alexandre III (GRX) GRP - TX
Grand Palais-Pont Alexandre III,"48.8645792509636, 2.30954615825045","{""coordinates"": [2.30954615825045, 48.8645792509636], ""type"": ""Point""}",Grand Palais - Alexandre III (GRX) GRP ALX - TF
Grand Palais-Pont Alexandre III,"48.8657743812006, 2.31040430177337","{""coordinates"": [2.31040430177337, 48.8657743812006], ""type"": ""Point""}",Grand Palais - Alexandre III
Grand Palais-Pont Alexandre III,"48.8695691672167, 2.31146151016662","{""coordinates"": [2.31146151016662, 48.8695691672167], ""type"": ""Point""}",Grand Palais-Pont Alexandre III (GRX) - PFR-PARKING
Grand Palais-Pont Alexandre III,"48.8608939467686, 2.31156434301216","{""coordinates"": [2.31156434301216, 48.8608939467686], ""type"": ""Point""}",Grand Palais (GRP) GRX - DDS
Grand Palais-Pont Alexandre III,"48.864572192082, 2.30925647941907","{""coordinates"": [2.30925647941907, 48.864572192082], ""type"": ""Point""}",Grand Palais - Alexandre III TRI
Grand Palais-Pont Alexandre III,"48.8645698401062, 2.3090025634175","{""coordinates"": [2.3090025634175, 48.8645698401062], ""type"": ""Point""}",Grand Palais-Pont Alexandre III (GRX) GRP ALX - PHP
Grand Palais-Pont Alexandre III,"48.8645698401062, 2.30876652927998","{""coordinates"": [2.30876652927998, 48.8645698401062], ""type"": ""Point""}",Grand Palais-Pont Alexandre III (GRX) GRP ALX - ENG
Grand Palais-Pont Alexandre III,"48.8696485273863, 2.30743233781347","{""coordinates"": [2.30743233781347, 48.8696485273863], ""type"": ""Point""}",
Grand Palais-Pont Alexandre III,"48.8645816041209, 2.30977504000168","{""coordinates"": [2.30977504000168, 48.8645816041209], ""type"": ""Point""}",Grand Palais-Pont Alexandre III (GRX) GRP ALX - CIR W
Grand Palais-Pont Alexandre III,"48.8701171071066, 2.31208256269581","{""coordinates"": [2.31208256269581, 48.8701171071066], ""type"": ""Point""}",Grand Palais-Pont Alexandre III (GRX) - PSH-DEPOSE-MIN
Grand Palais-Pont Alexandre III,"48.8663275401042, 2.31037334223541","{""coordinates"": [2.31037334223541, 48.8663275401042], ""type"": ""Point""}",Grand Palais - Alexandre III (GRX) GRP ALX - TF
Grand Palais-Pont Alexandre III,"48.8653210242493, 2.3104268252325","{""coordinates"": [2.3104268252325, 48.8653210242493], ""type"": ""Point""}",Grand Palais-Pont Alexandre III (GRX) GRP ALX - TX
Gymnase des Poissonniers,"48.8996138847786, 2.35076729632161","{""coordinates"": [2.35076729632161, 48.8996138847786], ""type"": ""Point""}",Venue_code_1 is unknown ( ) - TX
Gymnase des Poissonniers,"48.8996257970449, 2.35143869357169","{""coordinates"": [2.35143869357169, 48.8996257970449], ""type"": ""Point""}",Gymnase des Poissonniers (POI) - TA
Gymnase des Poissonniers,"48.8996116661393, 2.3508168680539","{""coordinates"": [2.3508168680539, 48.8996116661393], ""type"": ""Point""}",Venue_code_1 is unknown ( ) - P2LZ
Gymnase Max Rousie,"48.8987811422904, 2.32619793941464","{""coordinates"": [2.32619793941464, 48.8987811422904], ""type"": ""Point""}",Venue_code_1 is unknown ( ) - TX
Gymnase Max Rousie,"48.8989268530603, 2.3254974574106","{""coordinates"": [2.3254974574106, 48.8989268530603], ""type"": ""Point""}",Gymnase Max Rousié (MRO) - TA
Gymnase Max Rousie,"48.89879396006, 2.32623241226365","{""coordinates"": [2.32623241226365, 48.89879396006], ""type"": ""Point""}",Venue_code_1 is unknown ( ) - P2LZ
Gymnase Pablo Neruda,"48.9170001667338, 2.33664615644933","{""coordinates"": [2.33664615644933, 48.9170001667338], ""type"": ""Point""}",Gymnase Pablo Neruda (PNE) - TX
Gymnase Pablo Neruda,"48.9171842304961, 2.33613640384809","{""coordinates"": [2.33613640384809, 48.9171842304961], ""type"": ""Point""}",Gymnase Pablo Neruda (PNE) - TA
Henri Sellier Pont de Suresnes  - AND,"48.8672810722081, 2.22564385010466","{""coordinates"": [2.22564385010466, 48.8672810722081], ""type"": ""Point""}",Henri Sellier Pont de Suresnes
Hilton Paris la Defense - AND,"48.8937230924941, 2.24070205156806","{""coordinates"": [2.24070205156806, 48.8937230924941], ""type"": ""Point""}",Hilton Paris la Défense
Holiday Inn Canal de la Vill. - AND,"48.8885371187538, 2.37842094134897","{""coordinates"": [2.37842094134897, 48.8885371187538], ""type"": ""Point""}",Holiday Inn Canal de la Vill.
Hôpital Bichat - Claude Bernard,"48.8991679522949, 2.33047196947959","{""coordinates"": [2.33047196947959, 48.8991679522949], ""type"": ""Point""}",Hôpital Bichat - Claude Bernard
Hôpital Européen Georges Pompidou HEGP,"48.8391270561986, 2.27457637468538","{""coordinates"": [2.27457637468538, 48.8391270561986], ""type"": ""Point""}",Hôpital Européen Georges Pompidou HEGP
Hôpital Lariboisière AP-HP,"48.8822283850397, 2.35280750071572","{""coordinates"": [2.35280750071572, 48.8822283850397], ""type"": ""Point""}",Hôpital Lariboisière AP-HP
Hôpital privé Jean Mermoz,"45.7345063694216, 4.87582212001214","{""coordinates"": [4.87582212001214, 45.7345063694216], ""type"": ""Point""}",Hôpital privé Jean Mermoz
HOTEL,"47.2140790319711, -1.55673158640131","{""coordinates"": [-1.55673158640131, 47.2140790319711], ""type"": ""Point""}",Venue_code_1 is unknown ( ) - P2LZ
HOTEL,"45.4387854489481, 4.38868563374277","{""coordinates"": [4.38868563374277, 45.4387854489481], ""type"": ""Point""}",Venue_code_1 is unknown ( ) - TX
HOTEL,"48.8379654259296, 2.54227367178272","{""coordinates"": [2.54227367178272, 48.8379654259296], ""type"": ""Point""}",Venue_code_1 is unknown ( ) - TX
HOTEL,"43.2809687251738, 5.38688902479452","{""coordinates"": [5.38688902479452, 43.2809687251738], ""type"": ""Point""}",Venue_code_1 is unknown (TF DDS Hotel) - DDS
HOTEL,"45.4346638524818, 4.38856055872125","{""coordinates"": [4.38856055872125, 45.4346638524818], ""type"": ""Point""}",Venue_code_1 is unknown (TF DDS Hotel) - DDS
HOTEL,"47.2140536944136, -1.55691146235888","{""coordinates"": [-1.55691146235888, 47.2140536944136], ""type"": ""Point""}",Venue_code_1 is unknown (TF LZ ) - TF
HOTEL,"48.8278326908682, 2.70721614025036","{""coordinates"": [2.70721614025036, 48.8278326908682], ""type"": ""Point""}",Venue_code_1 is unknown ( ) - TX
HOTEL,"43.6846091751766, 7.23473346995101","{""coordinates"": [7.23473346995101, 43.6846091751766], ""type"": ""Point""}",Venue_code_1 is unknown (TF LZ ) - TF
HOTEL,"46.8636044103164, 1.71643283164881","{""coordinates"": [1.71643283164881, 46.8636044103164], ""type"": ""Point""}",Venue_code_1 is unknown (TF LZ ) - TF
HOTEL,"48.8698323891745, 2.32517355876951","{""coordinates"": [2.32517355876951, 48.8698323891745], ""type"": ""Point""}",Westin Vendôme
HOTEL,"47.2140668861273, -1.55677629016314","{""coordinates"": [-1.55677629016314, 47.2140668861273], ""type"": ""Point""}",Venue_code_1 is unknown ( ) - TX
HOTEL,"44.8361304847614, -0.583015169558443","{""coordinates"": [-0.583015169558443, 44.8361304847614], ""type"": ""Point""}",Venue_code_1 is unknown ( ) - TX
Hotel,"48.7938686940435, 2.3208321580364","{""coordinates"": [2.3208321580364, 48.7938686940435], ""type"": ""Point""}",
HOTEL,"46.809697586854, 1.70407800600056","{""coordinates"": [1.70407800600056, 46.809697586854], ""type"": ""Point""}",Venue_code_1 is unknown (TF LZ ) - TF
HOTEL,"43.6688887346674, 7.21105260165728","{""coordinates"": [7.21105260165728, 43.6688887346674], ""type"": ""Point""}",Venue_code_1 is unknown (TF DDS Hotel) - DDS
HOTEL,"46.8114728539356, 1.69361643730581","{""coordinates"": [1.69361643730581, 46.8114728539356], ""type"": ""Point""}",Venue_code_1 is unknown (TF LZ ) - TF
HOTEL,"44.8267664614617, -0.549167650376053","{""coordinates"": [-0.549167650376053, 44.8267664614617], ""type"": ""Point""}",Venue_code_1 is unknown (TF LZ ) - TF
HOTEL,"43.2809597062178, 5.38689420537875","{""coordinates"": [5.38689420537875, 43.2809597062178], ""type"": ""Point""}",Venue_code_1 is unknown ( ) - DDS
HOTEL,"46.851528228131, 1.70451359908185","{""coordinates"": [1.70451359908185, 46.851528228131], ""type"": ""Point""}",Venue_code_1 is unknown (TF LZ ) - TF
HOTEL,"44.8359852964925, -0.583576197996104","{""coordinates"": [-0.583576197996104, 44.8359852964925], ""type"": ""Point""}",Venue_code_1 is unknown ( ) - P2LZ
HOTEL,"43.309463726733, 5.36715497477016","{""coordinates"": [5.36715497477016, 43.309463726733], ""type"": ""Point""}",Venue_code_1 is unknown (TF LZ ) - TF
HOTEL,"45.4387591002345, 4.38868205844795","{""coordinates"": [4.38868205844795, 45.4387591002345], ""type"": ""Point""}",Venue_code_1 is unknown ( ) - P2LZ
HOTEL,"45.7591308328817, 4.86222185210269","{""coordinates"": [4.86222185210269, 45.7591308328817], ""type"": ""Point""}",Venue_code_1 is unknown (TF DDS Hotel) - DDS
Hotel Cervantes By Happyculture,"48.8810428817609, 2.32304949436245","{""coordinates"": [2.32304949436245, 48.8810428817609], ""type"": ""Point""}",Hotel Cervantes By Happyculture
"Hotel de Berri, A Luxury Collection","48.8729487470591, 2.30514248018375","{""coordinates"": [2.30514248018375, 48.8729487470591], ""type"": ""Point""}","Hotel de Berri, A Luxury Collection"
Hotel de la Famille Paralympique - Hyatt,"48.880527079818, 2.284566967453","{""coordinates"": [2.284566967453, 48.880527079818], ""type"": ""Point""}",Hôtel de la Famille Paralympique - Hyatt (PFH) - TX
Hotel de la Famille Paralympique - Hyatt,"48.8805082576017, 2.28465490892605","{""coordinates"": [2.28465490892605, 48.8805082576017], ""type"": ""Point""}",Hôtel de la Famille Paralympique - Hyatt (PFH) - CIR W
Hotel de la Famille Paralympique - Hyatt,"48.8805531471079, 2.28459520060404","{""coordinates"": [2.28459520060404, 48.8805531471079], ""type"": ""Point""}",Hôtel de la Famille Paralympique - Hyatt (PFH) - P2LZ
Hotel de ville,"48.8553799203266, 2.35228727398155","{""coordinates"": [2.35228727398155, 48.8553799203266], ""type"": ""Point""}",Hôtel de ville (HDV) - CIR W
Hotel de ville,"48.8561837519691, 2.35053510966842","{""coordinates"": [2.35053510966842, 48.8561837519691], ""type"": ""Point""}",Hôtel de ville (HDV) - PRT
Hotel de ville,"48.8669925494676, 2.33753449773884","{""coordinates"": [2.33753449773884, 48.8669925494676], ""type"": ""Point""}",
Hotel de ville,"48.8557966739002, 2.35164521356057","{""coordinates"": [2.35164521356057, 48.8557966739002], ""type"": ""Point""}",Hôtel de ville (HDV) - P2LZ
Hotel de ville,"48.8557260466178, 2.35146171185963","{""coordinates"": [2.35146171185963, 48.8557260466178], ""type"": ""Point""}",Hôtel de ville (HDV) - TF
Hotel de ville,"48.8554858030969, 2.35210129673198","{""coordinates"": [2.35210129673198, 48.8554858030969], ""type"": ""Point""}",Hôtel de ville (HDV) - DDS
Hotel de ville,"48.856025031758, 2.35108121888582","{""coordinates"": [2.35108121888582, 48.856025031758], ""type"": ""Point""}",Hôtel de ville (HDV) - TX
Hotel de ville,"48.8562606820925, 2.35339834949937","{""coordinates"": [2.35339834949937, 48.8562606820925], ""type"": ""Point""}",Hôtel de ville (HDV) - TA
Hotel de ville,"48.8577262776873, 2.35112519501226","{""coordinates"": [2.35112519501226, 48.8577262776873], ""type"": ""Point""}",
Hotel du Parc Bougival,"48.8677852672418, 2.14580124376956","{""coordinates"": [2.14580124376956, 48.8677852672418], ""type"": ""Point""}",Hôtel du Parc Bougival (TF DDS Hotel) - DDS
Hotel du Parc Bougival,"48.8676617626068, 2.14477753355324","{""coordinates"": [2.14477753355324, 48.8676617626068], ""type"": ""Point""}",Hôtel du Parc Bougival (TF DDS Hotel) - DDS
Hotel Football Nice-Radisson,"43.66724081574, 7.20854240422458","{""coordinates"": [7.20854240422458, 43.66724081574], ""type"": ""Point""}",Hôtel Satellite Football Nice-Radisson (HNI) - P2LZ
